301,Accra Senior High
302,Ada Senior High
303,Wesley Grammar Senior High
304,St. John's Grammar Senior High
305,Labone Senior High
306,West Africa Senior High
307,Nungua Senior High
308,Wa Senior High.
309,Keta Senior High/Tech
310,Kpando Senior High
311,"St. Mary's Boys' Senior High, Apowa"
312,"St. Hubert Sem/Senior High, Kumasi"
