101,Accra,Senior,High
102,Ada,Senior,High
103,Wesley,Grammar,Senior,High
104,St.,John's,Grammar,Senior,High
105,Labone,Senior,High
106,West,Africa,Senior,High
107,Nungua,Senior,High
108,Wa,Senior,High.
109,Keta,Senior,High/Tech
110,Kpando,Senior,High
111,St.,Mary's,Girls's,Senior,High
112,Afua,Kobi,Ampem,Girls,Senior,High
113,Kumasi,Girls,Senior,High
